candidate_id,governed_sensitivity,interruptive_reduction_ratio,interruptive_sensitivity,selected
strict,0.06815642458100558,0.02364048072361293,0.06815642458100558,False
balanced,0.12681564245810056,0.07526822880303723,0.12625698324022347,False
sensitive,0.8759776536312849,0.1609146385185241,0.3888268156424581,False
accuracy,0.8759776536312849,0.1609146385185241,0.3888268156424581,False
dual,0.8759776536312849,0.12251536914246035,0.3245810055865922,False
grid_p0_r90_b0,0.8759776536312849,0.12251536914246035,0.3245810055865922,True
