variant,gov_sens,int_sens,int_reduction,int_nna,note
primary_operating_point,0.7950963222416813,0.3397548161120841,0.1320025529431008,106.07731958762886,Frozen winner
drop_baseline,0.7950963222416813,0.3397548161120841,0.1320025529431008,106.07731958762886,Null (already off)
drop_persistence,0.7950963222416813,0.3397548161120841,0.1320025529431008,106.07731958762886,No change on hourly rows
drop_crossings,0.7950963222416813,0.3397548161120841,0.1320025529431008,106.07731958762886,No change on hourly rows
drop_refractory,0.7950963222416813,0.361646234676007,0.2644188366148488,199.62469733656175,Watch volume = naive
drop_page_gate,0.7950963222416813,0.4457092819614711,0.2080744843600163,127.45972495088408,All emits interruptive
